Date,ADRO.JK,ANTM.JK,ASII.JK,BBCA.JK,BBRI.JK,INDY.JK,KAEF.JK,PGAS.JK,SIDO.JK,TLKM.JK
2023-04-27,3110.0,2106.66,6741.66,9191.66,5203.34,2666.66,908.34,1446.66,813.34,4413.34
2023-04-28,3173.34,2116.66,6775.0,9100.0,5216.66,2626.66,903.34,1445.0,800.0,4306.66
2023-05-02,3066.66,2096.66,6766.66,9133.34,5200.0,2540.0,900.0,1423.34,803.34,4230.0
2023-05-03,3016.66,2146.66,6716.66,9025.0,5200.0,2460.0,910.0,1408.34,813.34,4206.66
2023-05-04,2980.0,2150.0,6633.34,9058.34,5191.66,2393.34,896.66,1393.34,816.66,4180.0
2023-05-05,2863.34,2106.66,6150.0,9050.0,5275.0,2150.0,883.34,1381.66,811.66,4200.0
2023-05-08,2930.0,2093.34,6183.34,9066.66,5216.66,2213.34,873.34,1403.34,813.34,4146.66
2023-05-09,2913.34,2130.0,6408.34,8966.66,5158.34,2173.34,858.34,1433.34,805.0,4096.66
2023-05-10,2973.34,2123.34,6400.0,8950.0,5183.34,2206.66,861.66,1438.34,796.66,4160.0
2023-05-11,2913.34,2070.0,6341.66,8883.34,5183.34,2140.0,860.0,1430.0,781.66,4120.0
2023-05-12,2790.0,2023.34,6275.0,8875.0,5183.34,2110.0,853.34,1430.0,785.0,4036.66
2023-05-15,2756.66,2016.66,6408.34,8858.34,5208.34,2106.66,863.34,1420.0,785.0,4003.34
2023-05-16,2720.0,1995.0,6366.66,8783.34,5233.34,2073.34,868.34,1405.0,778.34,4020.0
2023-05-17,2653.34,1961.66,6358.34,8833.34,5241.66,2018.34,843.34,1396.66,775.0,4020.0
2023-05-19,2506.66,1976.66,6566.66,9058.34,5500.0,1930.0,816.66,1375.0,770.0,4063.34
2023-05-22,2496.66,1975.0,6691.66,9075.0,5516.66,1911.66,781.66,1375.0,773.34,4086.66
2023-05-23,2290.0,1963.34,6650.0,9175.0,5575.0,1955.0,776.66,1383.34,776.66,4070.0
2023-05-24,2300.0,1958.34,6733.34,9141.66,5650.0,1918.34,756.66,1380.0,783.34,4233.34
2023-05-25,2173.34,1960.0,6691.66,9116.66,5550.0,1878.34,745.0,1371.66,780.0,4186.66
2023-05-26,2146.66,1940.0,6625.0,9200.0,5658.34,1853.34,730.0,1366.66,776.66,4156.66
2023-05-29,2130.0,1945.0,6658.34,9241.66,5625.0,1808.34,730.0,1440.0,771.66,4236.66
2023-05-30,2153.34,1956.66,6566.66,9333.34,5566.66,1776.66,720.0,1491.66,766.66,4166.66
2023-05-31,2083.34,1928.34,6550.0,9233.34,5641.66,1743.34,725.0,1460.0,751.66,4120.0
2023-06-05,2153.34,2011.66,7050.0,9316.66,5541.66,1808.34,728.34,1465.0,736.66,4133.34
2023-06-06,2246.66,2031.66,6900.0,9216.66,5516.66,1910.0,746.66,1453.34,763.34,4130.0
2023-06-07,2200.0,2036.66,6875.0,9158.34,5466.66,1888.34,840.0,1440.0,750.0,4173.34
2023-06-08,2220.0,2021.66,6800.0,9141.66,5516.66,1931.66,803.34,1440.0,760.0,4193.34
2023-06-09,2223.34,1990.0,6833.34,9150.0,5458.34,1933.34,800.0,1440.0,773.34,4166.66
2023-06-12,2233.34,2005.0,6825.0,9166.66,5408.34,1918.34,800.0,1328.34,775.0,4063.34
2023-06-13,2236.66,2026.66,6800.0,9183.34,5600.0,1900.0,816.66,1316.66,766.66,4050.0
2023-06-14,2273.34,2050.0,6950.0,9116.66,5591.66,2023.34,788.34,1313.34,763.34,4030.0
2023-06-15,2346.66,2056.66,6908.34,9083.34,5550.0,2043.34,781.66,1320.0,755.0,4046.66
2023-06-16,2346.66,2073.34,6891.66,9108.34,5600.0,2018.34,790.0,1331.66,748.34,4013.34
2023-06-19,2290.0,2053.34,6908.34,9033.34,5550.0,1966.66,785.0,1320.0,740.0,3983.34
2023-06-20,2290.0,2036.66,6841.66,9083.34,5575.0,1943.34,888.34,1321.66,738.34,4003.34
2023-06-21,2283.34,2026.66,7016.66,9166.66,5600.0,1955.0,833.34,1313.34,733.34,3990.0
2023-06-22,2296.66,2043.34,6858.34,9116.66,5558.34,1956.66,818.34,1321.66,733.34,3973.34
2023-06-23,2263.34,2026.66,6833.34,9125.0,5450.0,1950.0,796.66,1315.0,741.66,3960.0
